Time,Kappa_L1,Alpha_L1,Gamma_L1,Fx_L1   ,Fy_L1   ,Fz_L1   ,Mx_L1   ,Mz_L1   
        0.307, -0.00230609276332, 0.372396528721, 0.0979834496975, -210.128051758, -59.6595458984, 5232.01660156, -2.5661919117, 1.71603703499
        0.308, -0.00233972282149, 0.365417480469, 0.104776717722, -209.73777771, -65.9459381104, 5191.50976562, -2.70630979538, 1.91677236557
        0.309, -0.00236724270508, 0.358133196831, 0.111372724175, -209.495773315, -71.9280014038,  5152.9140625, -2.8412668705,   2.104139328
         0.31, -0.00238786125556, 0.350587159395, 0.117751665413, -209.313293457, -77.6134796143, 5116.40283203, -2.97077512741, 2.27909374237
        0.311, -0.00240143598057, 0.342822045088, 0.123895272613, -209.107559204, -83.0099945068, 5082.13623047, -3.09461069107, 2.44257092476
        0.312, -0.00240838900208, 0.334878921509, 0.129786863923, -208.810974121, -88.1249084473,  5050.2578125, -3.21260881424, 2.59546804428
        0.313, -0.00240957131609, 0.326796710491, 0.135411322117, -208.376846313, -92.9655303955, 5020.89599609, -3.32465481758, 2.73864245415
        0.314, -0.00240604323335, 0.318611979485, 0.140755072236, -207.826034546, -97.5409545898, 4994.16308594, -3.43066334724, 2.87294149399
        0.315, -0.00239842454903, 0.310358077288, 0.145805940032, -207.128692627, -101.858551025, 4970.15820312, -3.53059267998, 2.99914669991
        0.316, -0.00238813576289, 0.30206862092,   0.150553599, -206.262481689, -105.925521851, 4948.96289062, -3.62443828583,  3.1179895401
        0.317, -0.00237659062259, 0.29378131032, 0.154989376664, -205.239196777, -109.750267029, 4930.64501953, -3.71221327782, 3.23018193245
        0.318, -0.00236499938183, 0.285538256168, 0.159106567502, -204.097488403, -113.342681885,       4915.25, -3.79394698143, 3.33642077446
        0.319, -0.00235423003323, 0.277386069298, 0.162900805473, -202.891815186, -116.714035034, 4902.80419922, -3.86968874931, 3.43739008904
         0.32, -0.00234475848265, 0.269375532866, 0.166370332241, -201.680999756, -119.876724243, 4893.30859375, -3.93951249123, 3.53375101089
        0.321, -0.00233669416048, 0.261560767889, 0.169516295195, -200.518554688, -122.843757629, 4886.73828125, -4.00352287292,  3.6261305809
        0.322, -0.00232985778712, 0.253998011351, 0.172342911363, -199.445907593, -125.629219055, 4883.04052734, -4.06185340881, 3.71514463425
        0.323, -0.00232388684526, 0.246743708849, 0.174857646227, -198.490219116, -128.245056152, 4882.13574219, -4.11469221115, 3.80127358437
        0.324, -0.00231834012084, 0.239852368832, 0.177071228623, -197.663589478, -130.703781128, 4883.91552734, -4.16226387024, 3.88497233391
        0.325, -0.00231279013678, 0.233382239938, 0.17899748683, -196.965545654, -133.017349243, 4888.24560547, -4.20483398438, 3.96662807465
        0.326, -0.00230689998716, 0.227400436997, 0.180653825402, -196.386138916, -135.197402954, 4894.95996094, -4.24272108078, 4.04656171799
        0.327, -0.00230047176592, 0.221971809864, 0.182061433792, -195.909759521, -137.255569458, 4903.86230469, -4.27630186081,  4.1250333786
        0.328, -0.00229345611297, 0.217147663236, 0.183244735003, -195.518722534, -139.20350647,  4914.7265625, -4.30600500107, 4.20224761963
        0.329, -0.00228593498468, 0.212957426906, 0.184230580926, -195.196060181, -141.052841187, 4927.30664062, -4.33229732513, 4.27836275101
         0.33, -0.00227808393538, 0.209404751658, 0.185047015548, -194.927459717, -142.815063477, 4941.34667969, -4.35566568375, 4.35349750519
        0.331, -0.00227013020776, 0.206468477845, 0.185721948743, -194.70211792, -144.501251221, 4956.58984375, -4.37659406662, 4.42774105072
        0.332, -0.00226231128909, 0.204107150435, 0.186282157898, -194.512741089, -146.121780396, 4972.79248047, -4.39554786682, 4.50115585327
        0.333, -0.00225484021939, 0.202265486121, 0.186752334237, -194.347961426, -147.685562134, 4989.72705078, -4.41296195984, 4.57377147675
        0.334, -0.00224804831669, 0.200880795717, 0.187154710293, -194.195922852, -149.200256348, 5007.18847656, -4.42923402786, 4.64559268951
        0.335, -0.00224216305651, 0.199888974428, 0.18750859797, -194.061981201, -150.673675537, 5024.99707031, -4.44470214844, 4.71664810181
